Anbieter;Kurzbeschreibung Anbieter;Kurzbeschreibung des Angebots;Informationen zum Angebot;Webseite;Straße + Hausnummer des Angebotorts;Ort;PLZ des Angebotorts;Bezirk;Gratis?;Kategorie;Zielgruppen;X WGS 84;Y WGS 84;Sprache;Slug;Freigegeben
Berlin Recycling Volleys;The Berlin Recycling Volleys are a men's volleyball team from the Berlin sports club SC Charlottenburg and play in the Bundesliga.;Discounted admission to all home games of the BR Volleys;Discounted admission in PK 2 to all home games of the BR Volleys at the volleyball temple Max-Schmeling-Halle Tickets can be purchased at the box office on the day of the game after prior reservation at tickets@br-volleys.de Opening 60 minutes before the game starts.;https://www.berlin-recycling-volleys.de/;Am Falkpl. 1;Berlin;10437;Pankow;nein;Sport;Kinder, Erwachsene, Familie, Senioren;13,40604088;52,54594834;en;Berlin Recycling Volleys;Ja
Berliner Büchertisch;Seit 20 Jahren bringen wir Bücher und Menschen zusammen. Wir setzen uns für eine solidarische Gemeinschaft in unserem Neuköllner Kiez ein und fördern die Freude am Lesen.;Rabatt;20 % Rabatt auf gebrauchte Bücher, Schallplatten und CDs. Neubuchbestellungen und Bücher aus dem Webshop sind vom Angebot ausgeschlossen.  Kinder und Jugendliche bis 16 Jahre können bei jedem Besuch kostenlos ein Buch aus dem Bestand Ein Kind, ein Buch in unseren Läden und unserem Kinderbuchregal in Neukölln mitnehmen.;https://www.buechertisch.org;Gneisenaustraße 7a;Berlin;10961;Friedrichshain-Kreuzberg;nein;Bildung & Beratung;Kinder, Erwachsene, Familie, Senioren;13,38994996;52,49213606;de;Berliner Büchertisch;Ja
Berlin Book Table;For 20 years we have been bringing books and people together. We are committed to a supportive community in our Neukölln neighborhood and promote the joy of reading.;Discount;20% discount on used books, records, and CDs. New book orders and books from the webshop are excluded from the offer. Children and young people up to 16 years can take one book from the collection 'A Child, A Book' in our stores and our children's book shelf in Neukölln for free during each visit.;https://www.buechertisch.org;Gneisenaustraße 7a;Berlin;10961;Friedrichshain-Kreuzberg;nein;Bildung & Beratung;Kinder, Erwachsene, Familie, Senioren;13,38994996;52,49213606;en;Berliner Büchertisch;Ja
Berliner Dom;Der Berliner Dom am Lustgarten auf der Museumsinsel ist eine evangelische Kirche im Berliner Ortsteil Mitte. ;Ermäßigter Eintritt ;Ermäßigter Eintritt für eine Dom-Besichtigung (Predigtkirche, Tauf- und Traukirche, Kuppelblick). Die Hohenzollerngruft wird aktuell saniert und bleibt daher bis auf Weiteres geschlossen. Dom-Besichtigung: 7 Euro (das Ticket gilt für einen Erwachsenen und bis zu drei Kindern unter 18 Jahren);http://www.berliner-dom.de;Am Lustgarten;Berlin;10178;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,40983462;52,5228746;de;Berliner Dom;Ja
Berlin Cathedral;The Berlin Cathedral on Lustgarten on Museum Island is a Protestant church located in the Mitte district of Berlin.;Discounted admission;Discounted admission for a cathedral visit (Preaching Church, Baptism and Wedding Church, Dome View). The Hohenzollern Crypt is currently being renovated and will therefore remain closed until further notice. Cathedral visit: 7 Euros (the ticket is valid for one adult and up to three children under 18 years);http://www.berliner-dom.de;Am Lustgarten;Berlin;10178;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,40983462;52,5228746;en;Berliner Dom;Ja
Berliner Ensemble GmbH;Das Berliner Ensemble ist eine der bekanntesten Bühnen der deutschen Hauptstadt. Es wurde berühmt durch Aufführungen der Werke seines Gründers Bertolt Brecht und gilt als eine der führenden deutschsprachigen Bühnen.;Ermäßigter Eintritt;3 Euro Ticket, Für Vorstellungen gibt es ein begrenztes Kontingent im Vorverkauf bzw. an der Abendkasse (1 Stunde vor Beginn der Vorstellung) nach Verfügbarkeit. Ausgenommen sind Premieren, Silvester,  Gastspiele und Sonderveranstaltungen.;https://www.berliner-ensemble.de/;Bertolt-Brecht-Platz 1;Berlin;10117;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,38606332;52,52210996;de;Berliner Ensemble GmbH;Ja
Berliner Ensemble GmbH;The Berliner Ensemble is one of the most famous stages in the German capital. It became renowned for performances of the works of its founder Bertolt Brecht and is considered one of the leading German-speaking theaters.;Reduced admission;3 Euro ticket, There is a limited contingent available in advance or at the box office (1 hour before the performance) subject to availability. Excluded are premieres, New Year's Eve, guest performances, and special events.;https://www.berliner-ensemble.de/;Bertolt-Brecht-Platz 1;Berlin;10117;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,38606332;52,52210996;en;Berliner Ensemble GmbH;Ja
Berliner Festspiele;Die Berliner Festspiele organisieren und realisieren ganzjährig eine Vielzahl von eigenständigen Festivals sowie Ausstellungen und Einzelveranstaltungen in den Bereichen Musik, Theater, Performance, Tanz, Literatur und Bildender Kunst.;Ermäßigter Eintritt;Als Berechtigungsnachweis-Inhaber*innen können Sie je nach Verfügbarkeit ein ermäßigtes Ticket oder ein Ticket für 3 Euro kaufen.;https://www.berlinerfestspiele.de;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;de;Berliner Festspiele;Ja
Berlin Festspiele;The Berlin Festspiele organizes and carries out a variety of independent festivals as well as exhibitions and individual events throughout the year in the fields of music, theater, performance, dance, literature, and visual arts.;Discounted Admission;As holders of a proof of eligibility, you can purchase a discounted ticket or a ticket for 3 euros, depending on availability.;https://www.berlinerfestspiele.de;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;en;Berliner Festspiele;Ja
Berliner Festspiele | Jazzfest Berlin;Das Jazzfest Berlin zählt zu den ältesten und angesehensten Jazz-Veranstaltungen Europas.;Ermäßigter Eintritt;Als Berechtigungsnachweis-Inhaber*innen können Sie je nach Verfügbarkeit ein ermäßigtes Ticket oder ein Ticket für 3 Euro kaufen.;http://www.berlinerfestspiele.de/jazzfest;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;de;Berliner Festspiele | Jazzfest Berlin;Ja
Berlin Festival | Jazzfest Berlin;The Jazzfest Berlin is one of the oldest and most prestigious jazz events in Europe;Discounted entry;As holders of proof of eligibility, you can purchase a discounted ticket or a ticket for 3 euros depending on availability;http://www.berlinerfestspiele.de/jazzfest;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;en;Berliner Festspiele | Jazzfest Berlin;Ja
Berliner Festspiele | MaerzMusik;MaerzMusik, das Festival für aktuelle Musik, verknüpft die vielfältigen Strömungen innerhalb zeitgenössischer Musik zu einem kontrastreichen Panorama mit renommierten Künstler:innen aus aller Welt.;Ermäßigter Eintritt;Als Berechtigungsnachweis-Inhaber*innen können Sie je nach Verfügbarkeit ein ermäßigtes Ticket oder ein Ticket für 3 Euro kaufen.;http://www.berlinerfestspiele.de/maerzmusik;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;de;Berliner Festspiele | MaerzMusik;Ja
Berliner Festspiele | MaerzMusik;MaerzMusik, the festival for contemporary music, connects the diverse currents within contemporary music to create a contrasting panorama with renowned artists from around the world.;Discounted admission;As holders of the eligibility proof, you can purchase a discounted ticket or a ticket for 3 euros depending on availability.;http://www.berlinerfestspiele.de/maerzmusik;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;en;Berliner Festspiele | MaerzMusik;Ja
Berliner Festspiele | Musikfest Berlin;Das Musikfest Berlin ist das internationale Orchesterfestival der Berliner Festspiele, veranstaltet in Kooperation mit der Stiftung Berliner Philharmoniker.;Ermäßigter Eintritt;Als Berechtigungsnachweis-Inhaber*innen können Sie je nach Verfügbarkeit ein ermäßigtes Ticket oder ein Ticket für 3 Euro kaufen.;http://www.berlinerfestspiele.de/musikfest;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;de;Berliner Festspiele | Musikfest Berlin;Ja
Berliner Festspiele | Musikfest Berlin;The Musikfest Berlin is the international orchestra festival of the Berliner Festspiele, organized in cooperation with the Berliner Philharmoniker Foundation.;Discounted admission;As holders of proof of eligibility, you can purchase a discounted ticket or a ticket for 3 euros, depending on availability.;http://www.berlinerfestspiele.de/musikfest;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;en;Berliner Festspiele | Musikfest Berlin;Ja
Berliner Festspiele | Theatertreffen;Das Berliner Theatertreffen ist eine alljährliche Veranstaltung der Berliner Festspiele. Es wird von der Kulturstiftung des Bundes gefördert.;Ermäßigter Eintritt;Als Berechtigungsnachweis-Inhaber*innen können Sie je nach Verfügbarkeit ein ermäßigtes Ticket oder ein Ticket für 3 Euro kaufen.;http://www.berlinerfestspiele.de/theatertreffen;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;de;Berliner Festspiele | Theatertreffen;Ja
Berlin Festspiele | Theatertreffen;The Berlin Theatertreffen is an annual event of the Berlin Festspiele. It is supported by the Federal Cultural Foundation.;Reduced admission;As holders of eligibility proof, you can purchase a discounted ticket or a ticket for 3 euros, depending on availability.;http://www.berlinerfestspiele.de/theatertreffen;Schaperstraße 24;Berlin;10719;Charlottenburg-Wilmersdorf;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,32850148;52,4988726;en;Berliner Festspiele | Theatertreffen;Ja
Berliner Kriminal Theater;Das Berliner Kriminal Theater beweis seit über 20 Jahren eindrucksvoll, dass sich auch hochspezielle Themen in der Kunstszene der Hauptstadt behaupten können.;Ermäßigter Eintritt ;25% Ermäßigung auf den regulären Eintrittspreis;https://www.kriminaltheater.de/;Palisadenstraße 48;Berlin;10243;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,43993056;52,51823852;de;Berliner Kriminal Theater;Ja
Berlin Criminal Theater;The Berlin Criminal Theater has impressively demonstrated for over 20 years that even highly specialized themes can prevail in the capital's art scene;Reduced admission;25% discount on the regular admission price;https://www.kriminaltheater.de/;Palisadenstraße 48;Berlin;10243;Friedrichshain-Kreuzberg;nein;Kultur;Erwachsene, Senioren, Familie;13,43993056;52,51823852;en;Berliner Kriminal Theater;Ja
Berliner Philharmoniker;Die Berliner Philharmoniker sind ein deutsches Sinfonieorchester. Sie gelten als eines der weltweit führenden Ensembles.;Ermäßigter Eintritt ;3 Euro Ticket Nach Verfügbarkeit an der Abendkasse. Für Konzerte der Stiftung Berliner Philharmoniker im Kammermusiksaal und im großen Saal der Philharmonie.;https://www.berliner-philharmoniker.de/;Herbert-von-Karajan-Straße 1;Berlin;10785;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,36897063;52,51006542;de;Berliner Philharmoniker;Ja
Berlin Philharmonic;The Berlin Philharmonic is a German symphony orchestra. They are considered one of the world's leading ensembles.;Discounted entry;3 Euro ticket subject to availability at the box office. For concerts of the Berlin Philharmonic Foundation in the chamber music hall and the main hall of the Philharmonie.;https://www.berliner-philharmoniker.de/;Herbert-von-Karajan-Straße 1;Berlin;10785;Mitte;nein;Kultur;Erwachsene, Senioren, Familie;13,36897063;52,51006542;en;Berliner Philharmoniker;Ja
Berliner Stadtbiliothek;Die Berliner Stadtbibliothek in Mitte führt unter anderem die Fachgebiete Naturwissenschaften, Medizin und Wirtschaft sowie die Senatsbibliothek Berlin mit den Kommunalwissenschaften und dem Fachgebiet Recht. Die Berlin-Sammlungen und die Historischen Sammlungen der ZLB bieten umfangreiche Bestände zu Geschichte und Gegenwart Berlins im Lesesaal im 2. OG.;Kostenloser Bibliotheksausweis;kostenloser Bibliotheksausweis;https://www.zlb.de;Breite Str. 30-36;Berlin;10178;Mitte;ja;Bildung & Beratung;Kinder, Erwachsene, Familie, Senioren;13,40444023;52,51526891;de;Berliner Stadtbiliothek;Ja
Berlin City Library;The Berlin City Library in Mitte covers, among other subjects, the fields of natural sciences, medicine, and economics, as well as the Senate Library of Berlin with municipal sciences and the field of law. The Berlin collections and the historical collections of the ZLB offer extensive resources on the history and present of Berlin in the reading room on the 2nd floor.;Free library card;free library card;https://www.zlb.de;Breite Str. 30-36;Berlin;10178;Mitte;ja;Bildung & Beratung;Kinder, Erwachsene, Familie, Senioren;13,40444023;52,51526891;en;Berliner Stadtbiliothek;Ja
Berliner Unterwelten e. V.;Der gemeinnützige Verein Berliner Unterwelten e. V. erforscht und dokumentiert seit 1997 die baulichen und geschichtlichen Zusammenhänge des Berliner Untergrunds.;Ermäßigter Eintritt ;Touren 1, 2, 3 und F 13 Euro, Tour M 15 Euro. Auf bereits ermäßigte Karten wird keine weitere Ermäßigung gewährt. Dauerausstellung ¬ªHitlers Pläne für Berlin: Mythos Germania¬´ mit einem ermäßigten Eintrittspreis von 5 Euro, Tickets sind über den Online-Shop erhältlich https://tickets.berliner-unterwelten.de;https://www.berliner-unterwelten.de/;Brunnenstraße 105;Berlin;13355;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,38902286;52,54767322;de;Berliner Unterwelten e. V.;Ja
Berliner Unterwelten e. V.;The non-profit organization Berliner Unterwelten e. V. has been researching and documenting the structural and historical connections of the Berlin underground since 1997.;Reduced admission;Tours 1, 2, 3 and F 13 Euros, Tour M 15 Euros. No further discount is granted on already discounted tickets. Permanent exhibition 'Hitler's Plans for Berlin: Myth of Germania' with a reduced admission price of 5 Euros, tickets are available through the online shop https://tickets.berliner-unterwelten.de;https://www.berliner-unterwelten.de/;Brunnenstraße 105;Berlin;13355;Mitte;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,38902286;52,54767322;en;Berliner Unterwelten e. V.;Ja
Berlinische Galerie Landesmuseum für Moderne Kunst, Fotografie und Architektur;Museum für moderne und zeitgenössische Kunst in Berlin, Fotografie, Architektur, Künstler-Archive, Dada Berlin, Neue Sachlichkeit und Osteuropäische.;Ermäßigter Eintritt;ermäßiger Eintritt, Tageskarte 10 Euro, ermäßigte Tageskarte 6 Euro (√Ñnderungen bei Sonderausstellungen möglich), jeden ersten Sonntag im Monat frei;http://www.berlinischegalerie.de;Alte Jakobstraße 124-128;Berlin;10969;Friedrichshain-Kreuzberg;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,3986785;52,50380549;de;Berlinische Galerie Landesmuseum für Moderne Kunst, Fotografie und Architektur;Ja
Berlinische Galerie State Museum for Modern Art, Photography and Architecture;Museum for modern and contemporary art in Berlin, photography, architecture, artist archives, Dada Berlin, New Objectivity and Eastern European.;Reduced admission;reduced admission, day ticket 10 euros, reduced day ticket 6 euros (changes possible for special exhibitions), free on the first Sunday of each month;http://www.berlinischegalerie.de;Alte Jakobstraße 124-128;Berlin;10969;Friedrichshain-Kreuzberg;nein;Kultur;Kinder, Erwachsene, Familie, Senioren;13,3986785;52,50380549;en;Berlinische Galerie Landesmuseum für Moderne Kunst, Fotografie und Architektur;Ja
Bezirksamt Friedrichshain-Kreuzberg von Berlin, Seniorenamt;Die Seniorenvertretung Friedrichshain-Kreuzberg ist die von den Seniorinnen und Senioren gewählte Interessenvertretung der älteren Generation. Sie ist unabhängig, parteipolitisch neutral, konfessionell nicht gebunden und arbeitet ehrenamtlich auf der Grundlage des “Gesetzes zur Stärkung der Mitwirkungsrechte der Seniorinnen und Senioren am gesellschaftlichen Leben im Land Berlin”;Ermäßigter Eintritt;kulturelle Angebote (eigene Veranstaltungen);;Frankfurter Allee 35/37;Berlin;10247;Friedrichshain-Kreuzberg;nein;Bildung & Beratung;Senioren;13,4617643;52,515227;de;Bezirksamt Friedrichshain-Kreuzberg von Berlin, Seniorenamt;Ja
District Office Friedrichshain-Kreuzberg of Berlin, Senior Citizens' Office;The Senior Citizens' Representation of Friedrichshain-Kreuzberg is the interest representation elected by seniors for the older generation. It is independent, politically neutral, not tied to any religious affiliation, and works on a voluntary basis based on the 'Law for Strengthening the Participation Rights of Senior Citizens in Social Life in the State of Berlin';Reduced admission;cultural offerings (own events);;Frankfurter Allee 35/37;Berlin;10247;Friedrichshain-Kreuzberg;nein;Bildung & Beratung;Senioren;13,4617643;52,515227;en;Bezirksamt Friedrichshain-Kreuzberg von Berlin, Seniorenamt;Ja
